,external_id,name,is_string,is_step,description,metadata
304,NPFDW693:count,NPFDW693 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
305,NPFDW693:good,NPFDW693 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
306,NPFDW693:status,NPFDW693 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
307,NPFDW693:planned_status,NPFDW693 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
308,NPFDC927:count,NPFDC927 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
309,NPFDC927:good,NPFDC927 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
310,NPFDC927:status,NPFDC927 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
311,NPFDC927:planned_status,NPFDC927 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
312,NPFZCD474:count,NPFZCD474 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
313,NPFZCD474:good,NPFZCD474 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
314,NPFZCD474:status,NPFZCD474 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
315,NPFZCD474:planned_status,NPFZCD474 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
316,NPFZSD585:count,NPFZSD585 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
317,NPFZSD585:good,NPFZSD585 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
318,NPFZSD585:status,NPFZSD585 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
319,NPFZSD585:planned_status,NPFZSD585 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
320,NPFZCS463:count,NPFZCS463 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
321,NPFZCS463:good,NPFZCS463 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
322,NPFZCS463:status,NPFZCS463 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
323,NPFZCS463:planned_status,NPFZCS463 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
324,NPFZFV485:count,NPFZFV485 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
325,NPFZFV485:good,NPFZFV485 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
326,NPFZFV485:status,NPFZFV485 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
327,NPFZFV485:planned_status,NPFZFV485 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
328,NPFZWT265:count,NPFZWT265 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
329,NPFZWT265:good,NPFZWT265 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
330,NPFZWT265:status,NPFZWT265 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
331,NPFZWT265:planned_status,NPFZWT265 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
332,NPFZDT109:count,NPFZDT109 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
333,NPFZDT109:good,NPFZDT109 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
334,NPFZDT109:status,NPFZDT109 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
335,NPFZDT109:planned_status,NPFZDT109 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
336,NPFZLD988:count,NPFZLD988 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
337,NPFZLD988:good,NPFZLD988 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
338,NPFZLD988:status,NPFZLD988 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
339,NPFZLD988:planned_status,NPFZLD988 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
340,NPFZC370:count,NPFZC370 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
341,NPFZC370:good,NPFZC370 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
342,NPFZC370:status,NPFZC370 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
343,NPFZC370:planned_status,NPFZC370 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
344,NPFZC534:count,NPFZC534 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
345,NPFZC534:good,NPFZC534 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
346,NPFZC534:status,NPFZC534 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
347,NPFZC534:planned_status,NPFZC534 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
348,NPFZTS185:count,NPFZTS185 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
349,NPFZTS185:good,NPFZTS185 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
350,NPFZTS185:status,NPFZTS185 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
351,NPFZTS185:planned_status,NPFZTS185 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
352,NPFZW693:count,NPFZW693 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
353,NPFZW693:good,NPFZW693 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
354,NPFZW693:status,NPFZW693 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
355,NPFZW693:planned_status,NPFZW693 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
356,NPFZC927:count,NPFZC927 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
357,NPFZC927:good,NPFZC927 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
358,NPFZC927:status,NPFZC927 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
359,NPFZC927:planned_status,NPFZC927 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
360,NTTE981:count,NTTE981 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
361,NTTE981:good,NTTE981 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
362,NTTE981:status,NTTE981 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
363,NTTE981:planned_status,NTTE981 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
364,NPEAHT947:count,NPEAHT947 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
365,NPEAHT947:good,NPEAHT947 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
366,NPEAHT947:status,NPEAHT947 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
367,NPEAHT947:planned_status,NPEAHT947 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
368,NPEAW729:count,NPEAW729 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
369,NPEAW729:good,NPEAW729 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
370,NPEAW729:status,NPEAW729 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
371,NPEAW729:planned_status,NPEAW729 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
372,NPEAC386:count,NPEAC386 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
373,NPEAC386:good,NPEAC386 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
374,NPEAC386:status,NPEAC386 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
375,NPEAC386:planned_status,NPEAC386 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
376,NTTE981:count,NTTE981 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
377,NTTE981:good,NTTE981 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
378,NTTE981:status,NTTE981 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
379,NTTE981:planned_status,NTTE981 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
380,NPEDHT947:count,NPEDHT947 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
381,NPEDHT947:good,NPEDHT947 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
382,NPEDHT947:status,NPEDHT947 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
383,NPEDHT947:planned_status,NPEDHT947 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
384,NPEDW729:count,NPEDW729 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
385,NPEDW729:good,NPEDW729 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
386,NPEDW729:status,NPEDW729 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
387,NPEDW729:planned_status,NPEDW729 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
388,NPEDC386:count,NPEDC386 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
389,NPEDC386:good,NPEDC386 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
390,NPEDC386:status,NPEDC386 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
391,NPEDC386:planned_status,NPEDC386 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
392,NTTE981:count,NTTE981 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
393,NTTE981:good,NTTE981 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
394,NTTE981:status,NTTE981 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
395,NTTE981:planned_status,NTTE981 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
396,NPEZHT947:count,NPEZHT947 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
397,NPEZHT947:good,NPEZHT947 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
398,NPEZHT947:status,NPEZHT947 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
399,NPEZHT947:planned_status,NPEZHT947 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
400,NPEZW729:count,NPEZW729 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
401,NPEZW729:good,NPEZW729 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
402,NPEZW729:status,NPEZW729 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
403,NPEZW729:planned_status,NPEZW729 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
404,NPEZC386:count,NPEZC386 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
405,NPEZC386:good,NPEZC386 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
406,NPEZC386:status,NPEZC386 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
407,NPEZC386:planned_status,NPEZC386 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
408,NPMAVF765:count,NPMAVF765 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
409,NPMAVF765:good,NPMAVF765 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
410,NPMAVF765:status,NPMAVF765 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
411,NPMAVF765:planned_status,NPMAVF765 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
412,NPMASI664:count,NPMASI664 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
413,NPMASI664:good,NPMASI664 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
414,NPMASI664:status,NPMASI664 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
415,NPMASI664:planned_status,NPMASI664 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
416,NPMABT115:count,NPMABT115 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
417,NPMABT115:good,NPMABT115 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
418,NPMABT115:status,NPMABT115 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
419,NPMABT115:planned_status,NPMABT115 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
420,NPMABFS561:count,NPMABFS561 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
421,NPMABFS561:good,NPMABFS561 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
422,NPMABFS561:status,NPMABFS561 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
423,NPMABFS561:planned_status,NPMABFS561 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
424,NPMADS552:count,NPMADS552 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
425,NPMADS552:good,NPMADS552 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
426,NPMADS552:status,NPMADS552 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
427,NPMADS552:planned_status,NPMADS552 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
428,NPMAE012:count,NPMAE012 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
429,NPMAE012:good,NPMAE012 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
430,NPMAE012:status,NPMAE012 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
431,NPMAE012:planned_status,NPMAE012 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
432,NPMAC079:count,NPMAC079 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
433,NPMAC079:good,NPMAC079 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
434,NPMAC079:status,NPMAC079 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
435,NPMAC079:planned_status,NPMAC079 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
436,NPMAD584:count,NPMAD584 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
437,NPMAD584:good,NPMAD584 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
438,NPMAD584:status,NPMAD584 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
439,NPMAD584:planned_status,NPMAD584 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
440,NPMAW541:count,NPMAW541 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
441,NPMAW541:good,NPMAW541 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
442,NPMAW541:status,NPMAW541 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
443,NPMAW541:planned_status,NPMAW541 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
444,NPMAC561:count,NPMAC561 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
445,NPMAC561:good,NPMAC561 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
446,NPMAC561:status,NPMAC561 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
447,NPMAC561:planned_status,NPMAC561 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
448,NPMDVF765:count,NPMDVF765 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
449,NPMDVF765:good,NPMDVF765 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
450,NPMDVF765:status,NPMDVF765 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
451,NPMDVF765:planned_status,NPMDVF765 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
452,NPMDSI664:count,NPMDSI664 Count,False,False,A datapoint (1) is written every time a widget is created.,"{'type': 'count', 'site': 'Nuremberg', 'src': 'opcua', 'cycle_time': 3.0}"
453,NPMDSI664:good,NPMDSI664 Good,False,False,A binary (1/0) value indicating whether the widiget created is good (1) or bad (0).,"{'type': 'good', 'site': 'Nuremberg', 'src': 'opcua'}"
454,NPMDSI664:status,NPMDSI664 Status,False,True,A datapoint is written when the unit is turned on (1) or off (0).,"{'type': 'status', 'site': 'Nuremberg', 'src': 'opcua'}"
455,NPMDSI664:planned_status,NPMDSI664 Planned Status,False,True,A datapoint is written when the unit is planned to be turned on (1) or off (0).,"{'type': 'planned_status', 'site': 'Nuremberg', 'src': 'opcua'}"
